url,title,price
https://a101.ru/kvartiry/46621,2-комн. евро 42.5 м²,23 692 775 ₽
https://a101.ru/kvartiry/46793,2-комн. 64.5 м²,30 023 435 ₽
url,title,price
https://www.pik.ru/flat/1018597,"2 комнаты, 46.4 м²",16 309 600 ₽
https://www.pik.ru/flat/1023247,"2 комнаты, 57.5 м²",18 664 500 ₽
https://www.pik.ru/flat/967377,"2 комнаты, 44.1 м²",21 159 180 ₽
https://www.pik.ru/flat/967633,"2 комнаты, 55.4 м²",23 074 100 ₽
